id,username,created_at,lng,lat,text
1517544748927565825,melzigatari,Fri Apr 22 16:43:57 +0000 2022,-81.705467,41.495939500000006,"@DonnieHardaway that’s what im saying, it’s far from underrated 😂"
1517544748457754625,P_C_L_Official,Fri Apr 22 16:43:57 +0000 2022,-118.4119065,34.0207895,Media Share Friday starts at 2pm PST on Twitch and YouTube. Don’t forget to use our new link to get in touch with… https://t.co/AhJFbCD0g2
1517544749808291840,JoforOregon,Fri Apr 22 16:43:57 +0000 2022,-121.311582,44.059938,"@TinaKotek Oh, I was hoping for household climate-saving tips like not washing your nasty black puffy coat like eve… https://t.co/juvzrPvJlV"
1517544749703393280,iamcindychu,Fri Apr 22 16:43:57 +0000 2022,-118.4119065,34.0207895,@RealBrianCutter Is Nic Cage Nic Cage? 😉 https://t.co/4fYy0JDcTM
1517544750185918465,devgru1980mi,Fri Apr 22 16:43:57 +0000 2022,-82.91621749999999,42.672326999999996,"@SilvaRecord Here in Michigan the EV chargers are in Ikea , places like Royal Oak and Birmingham &amp; Novi other than… https://t.co/Se68Sa0PYx"
1517544750424985600,whitwt,Fri Apr 22 16:43:57 +0000 2022,-93.3613205,46.441860500000004,Been a busy morning of custom installs. https://t.co/rN9RywwA6P
1517544750341144578,sru_ocel,Fri Apr 22 16:43:57 +0000 2022,-80.0517365,41.061558000000005,Calling all RockServe Users! 📢 You are invited to complete this brief survey to share your thoughts on RockServe!… https://t.co/V2TRkcApjP
1517544752169725953,1tzelll,Fri Apr 22 16:43:58 +0000 2022,-115.223125,36.232915,If y’all can RT that would be amazing ❤️
1517544751972630529,tony_pike15,Fri Apr 22 16:43:58 +0000 2022,-84.375828,39.208344,This isn’t great….
1517544752668942340,RealCashMike,Fri Apr 22 16:43:58 +0000 2022,-76.62119,39.28912,Just posted a photo @ Medusa Restaurant &amp; Lounge https://t.co/4555bdEX6t
1517544752819933184,goopeerr2,Fri Apr 22 16:43:58 +0000 2022,-93.1056485,44.9415155,dont go smashing pumpkins
1517544753239318529,adwhite__,Fri Apr 22 16:43:58 +0000 2022,-84.1563795,33.738037500000004,@callme_carlyy Oouu I’ve never heard of them! Let me go check them out!
1517544753721749504,ellliphant,Fri Apr 22 16:43:58 +0000 2022,-83.804475,27.698681999999998,@Jodicab22 @Cheeksadam Don’t do anything I wouldn’t do.
1517544754472534017,Infante54,Fri Apr 22 16:43:58 +0000 2022,-74.6575195,40.915122999999994,I have a website suggestion @miltonlaura https://t.co/Lar9vYHsTD
1517544755852464131,CWHarris7,Fri Apr 22 16:43:59 +0000 2022,-87.732013,41.8335845,@Lano731 He got to!😩😂
1517544756192161793,CarolforTexas,Fri Apr 22 16:43:59 +0000 2022,-95.44648649999999,29.838495,For #EarthDay2022 get involved in your communities! We must all work together to #InvestlnOurPlanet! Join the Great… https://t.co/a44b5g58BY
1517544756913614852,andrew_isaiah29,Fri Apr 22 16:43:59 +0000 2022,-71.0887125,42.3136695,people hate taking responsibility
1517544757219643393,Urniqqaceelos77,Fri Apr 22 16:43:59 +0000 2022,-118.03698299999999,33.818909500000004,Over it 🫠
1517544757504978946,lord_luxer,Fri Apr 22 16:43:59 +0000 2022,-79.2725695,43.629311,Post nut clarity should be studied in school
1517544758134071297,kyletweetshere,Fri Apr 22 16:43:59 +0000 2022,-80.8467855,35.209058999999996,@cmain7 I've been searching only fans for years. still can't find it. I will persevere and keep looking though.
1517544760780677126,HellYeahHolly,Fri Apr 22 16:44:00 +0000 2022,-87.3277335,41.585848999999996,"Wow, she conveniently can't remember a lot all of a sudden. Sounds like Elizabeth Holmes. #MarjorieTaylorGreene"
